name,id,semsId,city,county,lng,lat,dateProposed,dateListed,dateCompleted,dateNOID,dateDeleted,stateName,stateCode,npl
Saltville Waste Disposal Ponds,VAD003127578,302526,Saltville,Smyth,-81.783331,36.883339,1982-12-30,1983-09-08,,,,Virginia,VA,listed
U.S. Titanium,VAD980705404,302737,Piney River,Nelson,-79.016669,37.708331,1982-12-30,1983-09-08,1997-08-25,,,Virginia,VA,cleaning
"Avtex Fibers, Inc.",VAD070358684,302606,Front Royal,Warren,-78.211669,38.925561,1984-10-15,1986-06-10,2014-08-29,,,Virginia,VA,cleaning
L.A. Clarke & Son,VAD007972482,302542,Spotsylvania County,Spotsylvania,-77.4325,38.236111,1984-10-15,1986-06-10,,,,Virginia,VA,listed
Rhinehart Tire Fire Dump,VAD980831796,302772,Frederick County,Frederick,-78.310429,39.188333,1984-10-15,1986-06-10,2002-09-27,2005-08-01,2005-09-30,Virginia,VA,completed
Lee Acres Landfill (USDOI),NMD980750020,600911,Farmington,San Juan,-108.0921,36.7111,1988-06-24,1990-08-30,2005-08-11,,,New Mexico,NM,cleaning
Defense General Supply Center (DLA),VA3971520751,302849,Chesterfield County,Chesterfield,-77.4485,37.4189,1984-10-15,1987-07-22,,,,Virginia,VA,listed
First Piedmont Corp. Rock Quarry (Route 719),VAD980554984,302708,Pittsylvania County,Pittsylvania,-79.348611,36.665831,1985-04-10,1987-07-22,1995-09-27,2020-06-23,2020-08-24,Virginia,VA,completed
"Atlantic Wood Industries, Inc.",VAD990710410,302836,Portsmouth,Portsmouth,-76.299,36.8065,1986-06-10,1990-02-21,,,,Virginia,VA,listed
Saunders Supply Co.,VAD003117389,302514,Chuckatuck,Suffolk,-76.581669,36.86055,1987-01-22,1989-10-04,1999-12-17,,,Virginia,VA,cleaning
"Rentokil, Inc. (Virginia Wood Preserving Division)",VAD071040752,302607,Richmond,Henrico,-77.503611,37.635831,1987-01-22,1989-03-31,1999-09-02,,,Virginia,VA,cleaning
Shuron Inc.,SCD003357589,405643,Barnwell,Barnwell,-81.375778,33.236694,1996-06-17,1996-12-23,2011-10-18,,,South Carolina,SC,cleaning
"C & R Battery Co., Inc.",VAD049957913,302581,Chesterfield County,Chesterfield,-77.415,37.418,1987-01-22,1987-07-22,1993-09-28,2022-03-31,2022-08-17,Virginia,VA,completed
Greenwood Chemical Co.,VAD003125374,302523,Newtown,Albemarle,-78.786389,38.044719,1987-01-22,1987-07-22,2005-09-30,,,Virginia,VA,cleaning
"H & H Inc., Burn Pit",VAD980539878,302659,Farrington,Hanover,-77.5857,37.7243,1987-01-22,1989-03-31,2000-06-15,,,Virginia,VA,cleaning
Dixie Caverns County Landfill,VAD980552095,302680,Salem,Roanoke,-80.193611,37.259719,1987-01-22,1989-10-04,1997-09-25,2001-07-30,2001-09-28,Virginia,VA,completed
Abex Corp.,VAD980551683,302667,Portsmouth,Portsmouth,-76.3045,36.8265,1988-06-24,1990-08-30,2022-09-11,,,Virginia,VA,cleaning
Suffolk City Landfill,VAD980917983,302775,Suffolk,Suffolk,-76.5839,36.6784,1988-06-24,1990-02-21,1992-09-30,1994-10-20,1995-01-24,Virginia,VA,completed
"Arrowhead Associates, Inc./Scovill Corp.",VAD042916361,302565,Montross,Westmoreland,-76.791111,38.086669,1988-06-24,1990-02-21,2002-09-27,,,Virginia,VA,cleaning
Naval Weapons Station - Yorktown,VA8170024170,302869,Yorktown,York,-76.588889,37.245833,1992-02-07,1992-10-14,,,,Virginia,VA,listed
Naval Surface Warfare - Dahlgren,VA7170024684,302862,Dahlgren,King George,-77.026944,38.326667,1992-02-07,1992-10-14,,,,Virginia,VA,listed
Langley Air Force Base/NASA Langley Research Center,VA2800005033,303768,Hampton,Hampton,-76.358611,37.069999,1993-05-10,1994-05-31,,,,Virginia,VA,listed
Marine Corps Combat Development Command,VA1170024722,302840,Quantico,Prince William,-77.29,38.521667,1993-05-10,1994-05-31,,,,Virginia,VA,listed
Fort Eustis (US Army),VA6210020321,302859,Newport News,Newport News,-76.568332,37.105,1994-01-18,1994-12-16,,,,Virginia,VA,listed
Norfolk Naval Base (Sewells Point Naval Complex),VA6170061463,302858,Norfolk,Norfolk,-76.300278,36.940278,1996-06-17,1997-04-01,2010-09-14,,,Virginia,VA,cleaning
Norfolk Naval Shipyard,VA1170024813,302841,Portsmouth,Portsmouth,-76.294722,36.821944,1998-03-06,1999-07-22,,,,Virginia,VA,listed
Naval Amphibious Base Little Creek,VA5170022482,302853,Virginia Beach,Virginia Beach,-76.147778,36.906111,1998-07-28,1999-05-10,2015-05-11,,,Virginia,VA,cleaning
Former Nansemond Ordnance Depot,VAD123933426,302639,Suffolk,Suffolk,-76.434722,36.899722,1999-01-19,1999-07-22,,,,Virginia,VA,listed
Kim-Stan Landfill,VAD077923449,302612,Selma,Alleghany,-79.861667,37.800278,1999-04-23,1999-07-22,2009-08-03,,,Virginia,VA,cleaning
Naval Weapons Station Yorktown - Cheatham Annex,VA3170024605,302848,Williamsburg,York,-76.6075,37.284722,2000-02-04,2000-12-01,,,,Virginia,VA,listed
St. Juliens Creek Annex (U.S. Navy),VA5170000181,302852,Chesapeake,Chesapeake,-76.312222,36.794167,2000-02-04,2000-07-27,2016-07-07,,,Virginia,VA,cleaning
Buckingham County Landfill,VAD089027973,302624,Buckingham,Buckingham,-78.516669,37.514169,1988-06-24,1989-10-04,1998-09-21,,,Virginia,VA,cleaning
"Culpeper Wood Preservers, Inc.",VAD059165282,302592,Culpeper,Culpeper,-77.96,38.483331,1988-06-24,1989-10-04,,,,Virginia,VA,listed
Hidden Lane Landfill,VAD980829030,302762,Sterling,Loudoun,-77.424175,39.056131,2007-09-19,2008-03-19,,,,Virginia,VA,listed
Peck Iron and Metal,VAN000306115,306115,Portsmouth,Portsmouth,-76.308822,36.809464,2009-04-09,2009-11-04,,,,Virginia,VA,listed
Tutu Wellfield,VID982272569,202749,Tutu,St. Thomas,-64.885,18.341667,1992-02-07,1995-09-29,2004-03-29,,,Virgin Islands,VI,cleaning
Island Chemical Corp./Virgin Islands Chemical Corp.,VID980651095,202651,Christiansted,St. Croix,-64.790833,17.709722,1994-01-18,1996-06-17,2004-03-24,2009-08-17,2009-10-16,Virgin Islands,VI,completed
Old Springfield Landfill,VTD000860239,101437,Springfield,Windsor,-72.466669,43.272781,1982-12-30,1983-09-08,1994-09-22,,,Vermont,VT,cleaning
Pine Street Canal,VTD980523062,101479,Burlington,Chittenden,-73.218061,44.466669,1982-12-30,1983-09-08,2004-09-16,,,Vermont,VT,cleaning
Parker Sanitary Landfill,VTD981062441,101491,Lyndon,Caledonia,-71.989439,44.518611,1988-06-24,1990-02-21,2005-09-30,,,Vermont,VT,cleaning
Darling Hill Dump,VTD980520118,101477,Lyndon,Caledonia,-71.9844,44.5545,1988-06-24,1989-10-04,1992-06-30,1999-08-16,1999-09-29,Vermont,VT,completed
Burgess Brothers Landfill,VTD003965415,101450,Woodford,Bennington,-73.150139,42.878061,1988-06-24,1989-03-31,2000-03-31,,,Vermont,VT,cleaning
"Tansitor Electronics, Inc.",VTD000509174,101435,Bennington,Bennington,-73.266669,42.877781,1988-06-24,1989-10-04,1996-10-01,1999-08-16,1999-09-29,Vermont,VT,completed
BFI Sanitary Landfill (Rockingham),VTD980520092,101475,Rockingham,Windham,-72.439719,43.226389,1988-06-24,1989-10-04,1996-09-26,,,Vermont,VT,cleaning
Bennington Municipal Sanitary Landfill,VTD981064223,101493,Bennington,Bennington,-73.197781,42.922219,1988-06-24,1989-03-31,1999-06-30,,,Vermont,VT,cleaning
Pownal Tannery,VTD069910354,101463,Pownal,Bennington,-73.26575,42.797167,1998-09-29,1999-01-19,2004-09-30,,,Vermont,VT,cleaning
Elizabeth Mine,VTD988366621,102071,Strafford,Orange,-72.328889,43.823889,2000-12-01,2001-06-14,2021-12-21,,,Vermont,VT,cleaning
Ely Copper Mine,VTD988366571,102065,Vershire,Orange,-72.285506,43.927447,2001-06-14,2001-09-13,,,,Vermont,VT,listed
Pike Hill Copper Mine,VTD988366720,102121,Corinth,Orange,-72.306917,44.057333,2004-03-08,2004-07-22,,,,Vermont,VT,listed
Commerce Street Plume,VTD098352545,101470,Williston,Chittenden,-73.121389,44.452583,2004-09-23,2005-04-27,,,,Vermont,VT,listed
"Jard Company, Inc.",VTD048141741,102282,Bennington,Bennington,-73.189111,42.888861,2014-05-12,2014-09-22,,,,Vermont,VT,listed
Colbert Landfill,WAD980514541,1000845,Spokane,Spokane,-117.3483,47.861669,1982-12-30,1983-09-08,1997-09-09,,,Washington,WA,cleaning
"Commencement Bay, Near Shore/Tide Flats",WAD980726368,1000981,Pierce County,Pierce,-122.416667,47.266667,1982-12-30,1983-09-08,,,,Washington,WA,listed
"Commencement Bay, South Tacoma Channel",WAD980726301,1000979,Tacoma,Pierce,-122.4714,47.229439,1982-12-30,1983-09-08,1999-09-29,,,Washington,WA,cleaning
FMC Corp. (Yakima),WAD000643577,1000559,Yakima,Yakima,-120.4933,46.566669,1982-12-30,1983-09-08,1993-09-01,,,Washington,WA,cleaning
"Frontier Hard Chrome, Inc.",WAD053614988,1000744,Vancouver,Clark,-122.644,45.6215,1982-12-30,1983-09-08,2003-09-22,2018-05-21,2018-08-06,Washington,WA,completed
Harbor Island (Lead),WAD980722839,1000949,Seattle,King,-122.3522,47.5794,1982-12-30,1983-09-08,,,,Washington,WA,listed
Kaiser Aluminum (Mead Works),WAD000065508,1000551,Mead,Spokane,-117.3767,47.755,1982-12-30,1983-09-08,,,,Washington,WA,listed
Lakewood,WAD050075662,1000736,Lakewood,Pierce,-122.51295,47.14341,1982-12-30,1983-09-08,1992-09-29,,,Washington,WA,cleaning
Pesticide Lab (Yakima),WAD120513957,1000815,Yakima,Yakima,-120.5556,46.5846,1982-12-30,1983-09-08,1992-09-30,1993-07-13,1993-09-01,Washington,WA,completed
Queen City Farms,WAD980511745,1000835,Maple Valley,King,-122.0417,47.45,1983-09-08,1984-09-21,1997-09-09,,,Washington,WA,cleaning
Silver Mountain Mine,WAD980722789,1000948,Loomis,Okanogan,-119.557,48.745,1984-10-15,1986-06-10,1992-09-28,1997-07-30,1997-09-22,Washington,WA,completed
"Western Processing Co., Inc.",WAD009487513,1000662,Kent,King,-122.2417,47.425,1982-12-30,1983-09-08,1991-12-23,,,Washington,WA,cleaning
American Lake Gardens/McChord AFB,WAD980833065,1000995,Tacoma,Pierce,-122.5267,47.125,1983-09-08,1984-09-21,1994-09-29,,,Washington,WA,cleaning
Greenacres Landfill,WAD980514608,1000850,Spokane County,Spokane,-117.1169,47.6627,1983-09-08,1984-09-21,1999-07-23,,,Washington,WA,cleaning
Toftdahl Drums,WAD980723506,1000961,Brush Prairie,Clark,-122.4464,45.7549,1984-10-15,1986-06-10,1986-09-30,1988-08-12,1988-12-23,Washington,WA,completed
Bangor Ordnance Disposal (USNAVY),WA7170027265,1001206,Bremerton,Kitsap,-122.7008,47.764719,1984-10-15,1987-07-22,1999-09-23,,,Washington,WA,cleaning
Fort Lewis (Landfill No. 5),WA9214053465,1001137,Tacoma,Pierce,-122.63,47.119419,1984-10-15,1987-07-22,1995-02-28,1995-03-27,1995-05-22,Washington,WA,completed
Mica Landfill,WAD980511661,1000830,Mica,Spokane,-117.2111,47.579169,1984-10-15,1986-06-10,2002-02-12,,,Washington,WA,cleaning
Midway Landfill,WAD980638910,1000851,Kent,King,-122.2933,47.38,1984-10-15,1986-06-10,2000-09-21,,,Washington,WA,cleaning
Northside Landfill,WAD980511778,1000836,Spokane,Spokane,-117.4828,47.7275,1984-10-15,1986-06-10,1993-09-02,2020-07-14,2020-09-30,Washington,WA,completed
Northwest Transformer,WAD980833974,1001003,Everson,Whatcom,-122.3534,48.8905,1984-10-15,1986-06-10,1994-03-31,1999-08-25,1999-09-28,Washington,WA,completed
McChord Air Force Base (Wash Rack/Treatment Area),WA8570024200,1001133,Tacoma,Pierce,-122.4889,47.141111,1984-10-15,1987-07-22,1995-03-29,1996-07-22,1996-09-26,Washington,WA,completed
Wyckoff Co./Eagle Harbor,WAD009248295,1000612,Bainbridge Island,Kitsap,-122.5167,47.621669,1985-09-18,1987-07-22,,,,Washington,WA,listed
"Naval Air Station, Whidbey Island (Ault Field)",WA5170090059,1001122,Whidbey Island,Island,-122.6637,48.344219,1985-09-18,1990-02-21,1997-09-25,,,Washington,WA,cleaning
Hidden Valley Landfill (Thun Field),WAD980511539,1000824,Pierce County,Pierce,-122.2878,47.095,1986-06-10,1989-03-31,2000-09-28,,,Washington,WA,cleaning
"Naval Air Station, Whidbey Island (Seaplane Base)",WA6170090058,1001127,Whidbey Island,Island,-122.6133,48.29945,1985-09-18,1990-02-21,1995-06-29,1995-07-18,1995-09-21,Washington,WA,completed
Naval Undersea Warfare Station (4 Areas),WA1170023419,1001102,Keyport,Kitsap,-122.622,47.6946,1986-06-10,1989-10-04,2000-06-27,,,Washington,WA,cleaning
Macalloy Corporation,SCD003360476,406784,North Charleston,Charleston,-79.951194,32.838056,1999-10-22,2000-02-04,2006-09-26,,,South Carolina,SC,cleaning
Brewer Gold Mine,SCD987577913,405550,Jefferson,Chesterfield,-80.411472,34.652194,2004-09-23,2005-04-27,,,,South Carolina,SC,listed
Barite Hill/Nevada Goldfields,SCN000407714,407714,McCormick,McCormick,-82.30067,33.87309,2008-09-03,2009-04-09,,,,South Carolina,SC,listed
US Finishing/Cone Mills,SCD003358744,403254,Greenville,Greenville,-82.426303,34.883292,2011-03-10,2011-09-16,,,,South Carolina,SC,listed
Burlington Industries Cheraw,SCN000404896,404896,Cheraw,Chesterfield,-79.912786,34.698689,2018-01-18,2018-05-17,,,,South Carolina,SC,listed
Clearwater Finishing,SCD003303120,403391,Clearwater,Aiken,-81.89213,33.500907,2019-11-08,2020-09-03,,,,South Carolina,SC,listed
Galey and Lord Plant,SCD058189622,403308,Society Hill,Darlington,-79.833292,34.531528,2021-09-09,2022-03-16,,,,South Carolina,SC,listed
Whitewood Creek,SDD980717136,800570,Whitewood,Lawrence,-103.7615,44.3553,1982-12-30,1983-09-08,1992-09-25,1995-11-30,1996-08-13,South Dakota,SD,completed
Ellsworth Air Force Base,SD2571924644,800585,Rapid City,"Meade, Pennington",-103.0958,44.148061,1989-10-26,1990-08-30,1999-09-10,,,South Dakota,SD,cleaning
Williams Pipe Line Co. Disposal Pit,SDD823559,800546,Sioux Falls,Minnehaha,-96.7956,43.5453,1989-10-26,1990-08-30,1994-09-29,1998-11-25,1999-04-02,South Dakota,SD,completed
Gilt Edge Mine,SDD987673985,801668,Lead,Lawrence,-103.674306,44.328056,2000-05-11,2000-12-01,,,,South Dakota,SD,listed
Amnicola Dump,TND980729172,404007,Chattanooga,Hamilton,-85.276389,35.0625,1982-12-30,1983-09-08,1993-09-28,1996-02-22,1996-04-30,Tennessee,TN,completed
Gallaway Pits,TND980728992,404005,Gallaway,Fayette,-89.601939,35.359719,1982-12-30,1983-09-08,1995-07-18,1996-02-22,1996-04-29,Tennessee,TN,completed
Lewisburg Dump,TND980729115,404006,Lewisburg,Marshall,-86.784161,35.481389,1982-12-30,1983-09-08,1993-09-28,1995-12-20,1996-02-21,Tennessee,TN,completed
Murray-Ohio Dump,TND980728836,404004,Lawrenceburg,Lawrence,-87.361111,35.2275,1982-12-30,1983-09-08,1998-09-24,,,Tennessee,TN,cleaning
North Hollywood Dump,TND980558894,403873,Memphis,Shelby,-89.979161,35.18555,1982-12-30,1983-09-08,1997-07-01,1997-10-10,1997-12-31,Tennessee,TN,completed
Velsicol Chemical Corp. (Hardeman County),TND980559033,403886,Toone,Hardeman,-88.926389,35.381939,1982-12-30,1983-09-08,1998-08-13,,,Tennessee,TN,cleaning
Milan Army Ammunition Plant,TN0210020582,404147,Milan,"Carroll, Gibson",-88.696111,35.867781,1984-10-15,1987-07-22,2017-07-25,,,Tennessee,TN,cleaning
"American Creosote Works, Inc. (Jackson Plant)",TND7018799,403623,Jackson,Madison,-88.8355,35.61,1984-10-15,1986-06-10,2000-05-24,,,Tennessee,TN,cleaning
Mallory Capacitor Co.,TND75453688,403783,Waynesboro,Wayne,-87.758611,35.317638,1987-01-22,1989-10-04,1996-09-24,,,Tennessee,TN,cleaning
Arlington Blending & Packaging,TND980468557,403838,Arlington,Shelby,-89.6577,35.2996,1987-01-22,1987-07-22,1997-07-24,,,Tennessee,TN,cleaning
Wrigley Charcoal Plant,TND980844781,404043,Wrigley,Hickman,-87.353194,35.9025,1988-06-24,1989-03-31,,,,Tennessee,TN,listed
Carrier Air Conditioning Co.,TND44062222,403684,Collierville,Shelby,-89.690411,35.043331,1988-06-24,1990-02-21,1995-10-31,,,Tennessee,TN,cleaning
Oak Ridge Reservation (USDOE),TN1890090003,404152,Oak Ridge,"Anderson, Roane",-84.390139,35.924719,1989-07-14,1989-11-21,,,,Tennessee,TN,listed
Memphis Defense Depot (DLA),TN4210020570,404159,Memphis,Shelby,-90.003333,35.093333,1992-02-07,1992-10-14,2010-05-10,,,Tennessee,TN,cleaning
ICG Iselin Railroad Yard,TND987767795,405179,Jackson,Madison,-88.797689,35.6025,1993-05-10,1994-12-16,2000-03-29,2001-11-08,2002-01-07,Tennessee,TN,completed
Tennessee Products,TND71516959,403765,Chattanooga,Hamilton,-85.314444,34.998889,1994-01-18,1995-09-29,2008-09-26,2019-05-08,2019-08-16,Tennessee,TN,completed
Chemet Co.,TND987768546,405468,Moscow,Fayette,-89.372499,35.08361,1994-01-18,1994-05-31,1996-05-15,1996-08-21,1996-10-09,Tennessee,TN,completed
Ross Metals Inc.,TND96070396,403822,Rossville,Fayette,-89.548611,35.049167,1996-12-23,1997-04-01,2004-09-16,,,Tennessee,TN,cleaning
Smalley-Piper,TNN000407378,407378,Collierville,Shelby,-89.685833,35.044444,2004-09-23,2005-04-27,,,,Tennessee,TN,listed
Smokey Mountain Smelters,TND98071061,406753,Knoxville,Knox,-83.925833,35.919444,2010-03-04,2010-09-29,2024-04-02,,,Tennessee,TN,cleaning
Alamo Contaminated Ground Water,TNN000410203,410203,Alamo,Crockett,-89.118022,35.784153,2011-03-10,2011-09-16,,,,Tennessee,TN,listed
Clinch River Corporation,TND987768587,405465,Harriman,Roane,-84.539381,35.93195,2012-09-18,2013-05-24,,,,Tennessee,TN,listed
"Walker Machine Products, Inc.",TNN000410124,410124,Collierville,Shelby,-89.653469,35.041589,2013-12-12,2014-05-12,,,,Tennessee,TN,listed
Former Custom Cleaners,TNN000402275,402275,Memphis,Shelby,-89.945,35.115114,2016-09-09,2017-08-03,,,,Tennessee,TN,listed
Southside Chattanooga Lead,TNN000410686,410686,Chattanooga,Hamilton,-85.300559,35.032552,2018-01-18,2018-09-13,,,,Tennessee,TN,listed
National Fireworks,TNSFN0407047,407047,Cordova,Shelby,-89.751544,35.160111,2021-09-09,2022-03-16,,,,Tennessee,TN,listed
"Bio-Ecology Systems, Inc.",TXD980340889,602464,Grand Prairie,Dallas,-96.936669,32.743331,1982-12-30,1983-09-08,1993-04-12,1996-05-06,1996-08-05,Texas,TX,completed
Crystal Chemical Co.,TXD990707010,603555,Houston,Harris,-95.5644,29.7206,1982-12-30,1983-09-08,2003-10-02,,,Texas,TX,cleaning
"French, Ltd.",TXD980514814,602498,Crosby,Harris,-95.0739,29.8796,1982-12-30,1983-09-08,1994-09-26,,,Texas,TX,cleaning
Harris (Farley Street),TXD980745582,602804,Houston,Harris,-95.1627,29.6244,1982-12-30,1983-09-08,1988-04-18,1987-09-03,1988-04-18,Texas,TX,completed
Highlands Acid Pit,TXD980514996,602505,Highlands,Harris,-95.0786,29.8141,1982-12-30,1983-09-08,1992-06-29,,,Texas,TX,cleaning
"Motco, Inc.",TXD980629851,602673,La Marque,Galveston,-94.933331,29.334719,1982-12-30,1983-09-08,1997-09-30,,,Texas,TX,cleaning
Sikes Disposal Pits,TXD980513956,602488,Crosby,Harris,-95.086669,29.881669,1982-12-30,1983-09-08,1995-01-30,,,Texas,TX,cleaning
Triangle Chemical Co.,TXD055143705,602026,Bridge City,Orange,-93.8093,30.058,1982-12-30,1983-09-08,1990-09-27,1996-10-31,1997-04-08,Texas,TX,completed
United Creosoting Co.,TXD980745574,602803,Conroe,Montgomery,-95.456669,30.331669,1983-09-08,1984-09-21,1999-09-30,,,Texas,TX,cleaning
Geneva Industries/Fuhrmann Energy,TXD980748453,602809,Houston,Harris,-95.25,29.66,1983-09-08,1984-09-21,1993-09-14,,,Texas,TX,cleaning
Pesses Chemical Co.,TXD980699656,602800,Fort Worth,Tarrant,-97.3256,32.7174,1984-10-15,1986-06-10,1992-09-28,1995-04-17,1995-09-28,Texas,TX,completed
Odessa Chromium #1,TXD980867279,602943,Odessa,Ector,-102.4033,31.881669,1984-10-15,1986-06-10,1994-03-16,,,Texas,TX,cleaning
Odessa Chromium #2 (Andrews Highway),TXD980697114,602703,Odessa,Ector,-102.3905,31.8934,1984-10-15,1986-06-10,1994-09-09,2004-05-20,2004-07-19,Texas,TX,completed
Bailey Waste Disposal,TXD980864649,602911,Bridge City,Orange,-93.879169,29.99055,1984-10-15,1986-06-10,1998-09-14,2007-08-14,2007-10-15,Texas,TX,completed
"Brio Refining, Inc.",TXD980625453,602601,Friendswood,Harris,-95.203331,29.57,1984-10-15,1989-03-31,2004-04-28,2006-06-23,2006-12-28,Texas,TX,completed
Crystal City Airport,TXD980864763,602920,Crystal City,Zavala,-99.8176,28.6969,1984-10-15,1986-06-10,1991-12-26,1995-01-04,1995-03-23,Texas,TX,completed
"Koppers Co., Inc. (Texarkana Plant)",TXD980623904,602570,Texarkana,Bowie,-94.065,33.416669,1984-10-15,1986-06-10,2002-08-20,,,Texas,TX,cleaning
Sol Lynn/Industrial Transformers,TXD980873327,602954,Houston,Harris,-95.398611,29.678889,1984-10-15,1989-03-31,1993-09-29,,,Texas,TX,cleaning
"Stewco, Inc.",TXD055337281,602033,Waskom,Harrison,-94.069169,32.465831,1984-10-15,1986-06-10,1992-09-14,1995-07-26,1995-10-04,Texas,TX,completed
"Petro-Chemical Systems, Inc. (Turtle Bayou)",TXD980873350,602957,Liberty County,Liberty,-94.688061,29.92,1984-10-15,1986-06-10,2010-09-30,,,Texas,TX,cleaning
North Cavalcade Street,TXD980873343,602956,Houston,Harris,-95.349169,29.806669,1984-10-15,1986-06-10,2011-08-31,,,Texas,TX,cleaning
South Cavalcade Street,TXD980810386,602895,Houston,Harris,-95.347781,29.798331,1984-10-15,1986-06-10,2000-09-15,,,Texas,TX,cleaning
Lone Star Army Ammunition Plant,TX7213821831,603609,Texarkana,Bowie,-94.2483,33.4344,1984-10-15,1987-07-22,2002-09-24,,,Texas,TX,cleaning
Longhorn Army Ammunition Plant,TX6213820529,603606,Karnack,Harrison,-94.123339,32.665,1989-07-14,1990-08-30,,,,Texas,TX,listed
Texarkana Wood Preserving Co.,TXD008056152,601695,Texarkana,Bowie,-94.053339,33.408331,1985-04-10,1986-06-10,2012-09-21,,,Texas,TX,cleaning
Sheridan Disposal Services,TXD062132147,602108,Hempstead,Waller,-96.1357,30.2074,1986-06-10,1989-03-31,2006-05-01,,,Texas,TX,cleaning
"Dixie Oil Processors, Inc.",TXD089793046,600006,Friendswood,Harris,-95.2047,29.5686,1988-06-24,1989-10-04,1993-06-09,2006-06-22,2006-08-21,Texas,TX,completed
Pantex Plant (USDOE),TX4890110527,604060,Pantex Village,Carson,-101.563611,35.321944,1991-07-29,1994-05-31,2009-07-29,,,Texas,TX,cleaning
RSR Corp.,TXD079348397,602297,Dallas,Dallas,-96.8725,32.776944,1993-05-10,1995-09-29,2004-09-28,,,Texas,TX,cleaning
ALCOA (Point Comfort)/Lavaca Bay,TXD008123168,601752,Point Comfort,Calhoun,-96.562222,28.650833,1993-06-23,1994-02-23,2007-07-23,,,Texas,TX,cleaning
Tex-Tin Corp.,TXD062113329,602105,Texas City,Galveston,-94.941667,29.356667,1996-06-17,1998-09-18,2004-09-20,,,Texas,TX,cleaning
Sprague Road Ground Water Plume,TX0001407444,605023,Odessa,Ector,-102.428333,31.918611,1997-04-01,1997-09-25,2003-09-29,,,Texas,TX,cleaning
Jasper Creosoting Company Inc.,TXD008096240,601735,Jasper,Jasper,-93.9825,30.933889,1998-03-06,1998-07-28,2008-09-12,,,Texas,TX,cleaning
Rockwool Industries Inc.,TXD066379645,605009,Bell County,Bell,-97.438056,31.051667,1998-03-06,1998-09-29,2005-09-29,,,Texas,TX,cleaning
State Marine of Port Arthur,TXD099801102,602444,Jefferson County,Jefferson,-93.859167,29.960833,1998-03-06,1998-07-28,2007-06-22,2011-12-06,2012-02-06,Texas,TX,completed
City of Perryton Well No. 2,TX0001399435,605015,Perryton,Ochiltree,-100.804722,36.400556,1998-09-29,1999-01-19,2003-09-30,,,Texas,TX,cleaning
"Many Diversified Interests, Inc.",TXD008083404,605008,Houston,Harris,-95.331667,29.767778,1998-09-29,1999-01-19,2009-08-31,,,Texas,TX,cleaning
Hart Creosoting Company,TXD050299577,601975,Jasper,Jasper,-93.995278,30.893611,1999-04-23,1999-07-22,2008-09-12,,,Texas,TX,cleaning
Star Lake Canal,TX0001414341,605043,Port Neches,Jefferson,-93.917,29.975,1999-07-22,2000-07-27,,,,Texas,TX,listed
Garland Creosoting,TXD007330053,601644,Longview,Gregg,-94.710903,32.442272,1999-07-22,1999-10-22,2010-08-12,,,Texas,TX,cleaning
State Road 114 Ground Water Plume,TXSFN0605177,605177,Levelland,Hockley,-102.405561,33.599883,1999-07-22,1999-10-22,2009-09-01,,,Texas,TX,cleaning
Palmer Barge Line,TXD068104561,605212,Port Arthur,Jefferson,-93.855083,29.961453,2000-05-11,2000-07-27,2007-09-28,2011-12-07,2012-02-06,Texas,TX,completed
"Malone Service Company, Inc.",TXD980864789,602922,Texas City,Galveston,-94.902778,29.333056,2000-08-24,2001-06-14,2018-06-29,,,Texas,TX,cleaning
R & H Oil Company,TXD057577579,605132,San Antonio,Bexar,-98.537608,29.372203,2001-06-14,,,,,Texas,TX,proposed
Patrick Bayou,TX0000605329,605329,Deer Park,Harris,-95.114583,29.731944,2001-06-14,2002-09-05,,,,Texas,TX,listed
Brine Service Company,TX0000605264,605264,Corpus Christi,Nueces,-97.508606,27.815372,2001-09-13,2002-09-05,,,,Texas,TX,listed
Gulfco Marine Maintenance,TXD055144539,602027,Freeport,Brazoria,-95.289656,28.966847,2002-09-05,2003-04-30,2011-09-29,,,Texas,TX,cleaning
Falcon Refinery,TXD086278058,602349,Ingleside,San Patricio,-97.179306,27.860725,2002-09-05,2011-09-16,,,,Texas,TX,listed
Jones Road Ground Water Plume,TXN000605460,605460,Houston,Harris,-95.584319,29.90465,2003-04-30,2003-09-29,,,,Texas,TX,listed
Conroe Creosoting Company,TXD008091951,601732,Conroe,Montgomery,-95.435428,30.318744,2003-04-30,2003-09-29,2003-09-30,,,Texas,TX,cleaning
Air Force Plant #4 (General Dynamics),TX7572024605,603610,Fort Worth,Tarrant,-97.45,32.777781,1987-07-22,1990-08-30,2006-09-15,,,Texas,TX,cleaning
Sandy Beach Road Ground Water Plume,TXN000605649,605649,Azle,Tarrant,-97.525,32.928472,2005-04-27,2005-09-14,,,,Texas,TX,listed
East 67th Street Ground Water Plume,TXN000606614,606614,Odessa,Ector,-102.385833,31.908611,2006-09-27,2007-03-07,,,,Texas,TX,listed
Bandera Road Ground Water Plume,TXN000606565,606565,Leon Valley,Bexar,-98.6205,29.494433,2006-09-27,2007-03-07,,,,Texas,TX,listed
Donna Reservoir and Canal System,TX0000605363,605363,Donna,Hidalgo,-98.086469,26.112286,2007-09-19,2008-03-19,,,,Texas,TX,listed
Midessa Ground Water Plume,TXN000606668,606668,Odessa,Midland,-102.233669,31.90635,2007-09-19,2008-03-19,,,,Texas,TX,listed
