name,id,semsId,state,city,county,status,lng,lat,dateProposed,dateListed,dateCompleted,dateNOID,dateDeleted,hasPartialDeletion
Elizabeth Mine,VTD988366621,102071,Vermont,Strafford,Orange,NPL Site,-72.328889,43.823889,12/1/2000,6/14/2001,12/21/2021,,,TRUE
Ely Copper Mine,VTD988366571,102065,Vermont,Vershire,Orange,NPL Site,-72.285506,43.927447,6/14/2001,9/13/2001,,,,TRUE
Pike Hill Copper Mine,VTD988366720,102121,Vermont,Corinth,Orange,NPL Site,-72.306917,44.057333,3/8/2004,7/22/2004,,,,TRUE
Commerce Street Plume,VTD098352545,101470,Vermont,Williston,Chittenden,NPL Site,-73.121389,44.452583,9/23/2004,4/27/2005,,,,TRUE
"Jard Company, Inc.",VTD048141741,102282,Vermont,Bennington,Bennington,NPL Site,-73.189111,42.888861,5/12/2014,9/22/2014,,,,TRUE
Colbert Landfill,WAD980514541,1000845,Washington,Spokane,Spokane,NPL Site,-117.3483,47.861669,12/30/1982,9/8/1983,9/9/1997,,,TRUE
"Commencement Bay, Near Shore/Tide Flats",WAD980726368,1000981,Washington,Pierce County,Pierce,NPL Site,-122.416667,47.266667,12/30/1982,9/8/1983,,,,TRUE
"Commencement Bay, South Tacoma Channel",WAD980726301,1000979,Washington,Tacoma,Pierce,NPL Site,-122.4714,47.229439,12/30/1982,9/8/1983,9/29/1999,,,TRUE
FMC Corp. (Yakima),WAD000643577,1000559,Washington,Yakima,Yakima,NPL Site,-120.4933,46.566669,12/30/1982,9/8/1983,9/1/1993,,,TRUE
"Frontier Hard Chrome, Inc.",WAD053614988,1000744,Washington,Vancouver,Clark,Deleted NPL Site,-122.644,45.6215,12/30/1982,9/8/1983,9/22/2003,5/21/2018,8/6/2018,TRUE
Harbor Island (Lead),WAD980722839,1000949,Washington,Seattle,King,NPL Site,-122.3522,47.5794,12/30/1982,9/8/1983,,,,TRUE
Kaiser Aluminum (Mead Works),WAD000065508,1000551,Washington,Mead,Spokane,NPL Site,-117.3767,47.755,12/30/1982,9/8/1983,,,,TRUE
Lakewood,WAD050075662,1000736,Washington,Lakewood,Pierce,NPL Site,-122.51295,47.14341,12/30/1982,9/8/1983,9/29/1992,,,TRUE
Pesticide Lab (Yakima),WAD120513957,1000815,Washington,Yakima,Yakima,Deleted NPL Site,-120.5556,46.5846,12/30/1982,9/8/1983,9/30/1992,7/13/1993,9/1/1993,TRUE
Queen City Farms,WAD980511745,1000835,Washington,Maple Valley,King,NPL Site,-122.0417,47.45,9/8/1983,9/21/1984,9/9/1997,,,TRUE
Silver Mountain Mine,WAD980722789,1000948,Washington,Loomis,Okanogan,Deleted NPL Site,-119.557,48.745,10/15/1984,6/10/1986,9/28/1992,7/30/1997,9/22/1997,TRUE
"Western Processing Co., Inc.",WAD009487513,1000662,Washington,Kent,King,NPL Site,-122.2417,47.425,12/30/1982,9/8/1983,12/23/1991,,,TRUE
American Lake Gardens/McChord AFB,WAD980833065,1000995,Washington,Tacoma,Pierce,NPL Site,-122.5267,47.125,9/8/1983,9/21/1984,9/29/1994,,,TRUE
Greenacres Landfill,WAD980514608,1000850,Washington,Spokane County,Spokane,NPL Site,-117.1169,47.6627,9/8/1983,9/21/1984,7/23/1999,,,TRUE
Toftdahl Drums,WAD980723506,1000961,Washington,Brush Prairie,Clark,Deleted NPL Site,-122.4464,45.7549,10/15/1984,6/10/1986,9/30/1986,8/12/1988,12/23/1988,TRUE
Bangor Ordnance Disposal (USNAVY),WA7170027265,1001206,Washington,Bremerton,Kitsap,NPL Site,-122.7008,47.764719,10/15/1984,7/22/1987,9/23/1999,,,TRUE
Fort Lewis (Landfill No. 5),WA9214053465,1001137,Washington,Tacoma,Pierce,Deleted NPL Site,-122.63,47.119419,10/15/1984,7/22/1987,2/28/1995,3/27/1995,5/22/1995,TRUE
Mica Landfill,WAD980511661,1000830,Washington,Mica,Spokane,NPL Site,-117.2111,47.579169,10/15/1984,6/10/1986,2/12/2002,,,TRUE
Midway Landfill,WAD980638910,1000851,Washington,Kent,King,NPL Site,-122.2933,47.38,10/15/1984,6/10/1986,9/21/2000,,,TRUE
Northside Landfill,WAD980511778,1000836,Washington,Spokane,Spokane,Deleted NPL Site,-117.4828,47.7275,10/15/1984,6/10/1986,9/2/1993,7/14/2020,9/30/2020,TRUE
Northwest Transformer,WAD980833974,1001003,Washington,Everson,Whatcom,Deleted NPL Site,-122.3534,48.8905,10/15/1984,6/10/1986,3/31/1994,8/25/1999,9/28/1999,TRUE
McChord Air Force Base (Wash Rack/Treatment Area),WA8570024200,1001133,Washington,Tacoma,Pierce,Deleted NPL Site,-122.4889,47.141111,10/15/1984,7/22/1987,3/29/1995,7/22/1996,9/26/1996,TRUE
Wyckoff Co./Eagle Harbor,WAD009248295,1000612,Washington,Bainbridge Island,Kitsap,NPL Site,-122.5167,47.621669,9/18/1985,7/22/1987,,,,TRUE
"Naval Air Station, Whidbey Island (Ault Field)",WA5170090059,1001122,Washington,Whidbey Island,Island,NPL Site,-122.6637,48.344219,9/18/1985,2/21/1990,9/25/1997,,,TRUE
Hidden Valley Landfill (Thun Field),WAD980511539,1000824,Washington,Pierce County,Pierce,NPL Site,-122.2878,47.095,6/10/1986,3/31/1989,9/28/2000,,,TRUE
"Naval Air Station, Whidbey Island (Seaplane Base)",WA6170090058,1001127,Washington,Whidbey Island,Island,Deleted NPL Site,-122.6133,48.29945,9/18/1985,2/21/1990,6/29/1995,7/18/1995,9/21/1995,TRUE
Naval Undersea Warfare Station (4 Areas),WA1170023419,1001102,Washington,Keyport,Kitsap,NPL Site,-122.622,47.6946,6/10/1986,10/4/1989,6/27/2000,,,TRUE
Macalloy Corporation,SCD003360476,406784,South Carolina,North Charleston,Charleston,NPL Site,-79.951194,32.838056,10/22/1999,2/4/2000,9/26/2006,,,TRUE
Brewer Gold Mine,SCD987577913,405550,South Carolina,Jefferson,Chesterfield,NPL Site,-80.411472,34.652194,9/23/2004,4/27/2005,,,,TRUE
Barite Hill/Nevada Goldfields,SCN000407714,407714,South Carolina,McCormick,McCormick,NPL Site,-82.30067,33.87309,9/3/2008,4/9/2009,,,,TRUE
US Finishing/Cone Mills,SCD003358744,403254,South Carolina,Greenville,Greenville,NPL Site,-82.426303,34.883292,3/10/2011,9/16/2011,,,,TRUE
Burlington Industries Cheraw,SCN000404896,404896,South Carolina,Cheraw,Chesterfield,NPL Site,-79.912786,34.698689,1/18/2018,5/17/2018,,,,TRUE
Clearwater Finishing,SCD003303120,403391,South Carolina,Clearwater,Aiken,NPL Site,-81.89213,33.500907,11/8/2019,9/3/2020,,,,TRUE
Galey and Lord Plant,SCD058189622,403308,South Carolina,Society Hill,Darlington,NPL Site,-79.833292,34.531528,9/9/2021,3/16/2022,,,,TRUE
Whitewood Creek,SDD 980717136.00,800570,South Dakota,Whitewood,Lawrence,Deleted NPL Site,-103.7615,44.3553,12/30/1982,9/8/1983,9/25/1992,11/30/1995,8/13/1996,TRUE
Ellsworth Air Force Base,SD2571924644,800585,South Dakota,Rapid City,"Meade, Pennington",NPL Site,-103.0958,44.148061,10/26/1989,8/30/1990,9/10/1999,,,TRUE
Williams Pipe Line Co. Disposal Pit,SDD 823559.00,800546,South Dakota,Sioux Falls,Minnehaha,Deleted NPL Site,-96.7956,43.5453,10/26/1989,8/30/1990,9/29/1994,11/25/1998,4/2/1999,TRUE
Gilt Edge Mine,SDD 987673985.00,801668,South Dakota,Lead,Lawrence,NPL Site,-103.674306,44.328056,5/11/2000,12/1/2000,,,,TRUE
Amnicola Dump,TND 980729172.000,404007,Tennessee,Chattanooga,Hamilton,Deleted NPL Site,-85.276389,35.0625,12/30/1982,9/8/1983,9/28/1993,2/22/1996,4/30/1996,TRUE
Gallaway Pits,TND 980728992.000,404005,Tennessee,Gallaway,Fayette,Deleted NPL Site,-89.601939,35.359719,12/30/1982,9/8/1983,7/18/1995,2/22/1996,4/29/1996,TRUE
Lewisburg Dump,TND 980729115.000,404006,Tennessee,Lewisburg,Marshall,Deleted NPL Site,-86.784161,35.481389,12/30/1982,9/8/1983,9/28/1993,12/20/1995,2/21/1996,TRUE
Murray-Ohio Dump,TND 980728836.000,404004,Tennessee,Lawrenceburg,Lawrence,NPL Site,-87.361111,35.2275,12/30/1982,9/8/1983,9/24/1998,,,TRUE
North Hollywood Dump,TND 980558894.000,403873,Tennessee,Memphis,Shelby,Deleted NPL Site,-89.979161,35.18555,12/30/1982,9/8/1983,7/1/1997,10/10/1997,12/31/1997,TRUE
Velsicol Chemical Corp. (Hardeman County),TND 980559033.000,403886,Tennessee,Toone,Hardeman,NPL Site,-88.926389,35.381939,12/30/1982,9/8/1983,8/13/1998,,,TRUE
Milan Army Ammunition Plant,TN0210020582,404147,Tennessee,Milan,"Carroll, Gibson",NPL Site,-88.696111,35.867781,10/15/1984,7/22/1987,7/25/2017,,,TRUE
"American Creosote Works, Inc. (Jackson Plant)",TND 7018799.000,403623,Tennessee,Jackson,Madison,NPL Site,-88.8355,35.61,10/15/1984,6/10/1986,5/24/2000,,,TRUE
Mallory Capacitor Co.,TND 75453688.000,403783,Tennessee,Waynesboro,Wayne,NPL Site,-87.758611,35.317638,1/22/1987,10/4/1989,9/24/1996,,,TRUE
Arlington Blending & Packaging,TND 980468557.000,403838,Tennessee,Arlington,Shelby,NPL Site,-89.6577,35.2996,1/22/1987,7/22/1987,7/24/1997,,,TRUE
Wrigley Charcoal Plant,TND 980844781.000,404043,Tennessee,Wrigley,Hickman,NPL Site,-87.353194,35.9025,6/24/1988,3/31/1989,,,,TRUE
Carrier Air Conditioning Co.,TND 44062222.000,403684,Tennessee,Collierville,Shelby,NPL Site,-89.690411,35.043331,6/24/1988,2/21/1990,10/31/1995,,,TRUE
Oak Ridge Reservation (USDOE),TN1890090003,404152,Tennessee,Oak Ridge,"Anderson, Roane",NPL Site,-84.390139,35.924719,7/14/1989,11/21/1989,,,,TRUE
Memphis Defense Depot (DLA),TN4210020570,404159,Tennessee,Memphis,Shelby,NPL Site,-90.003333,35.093333,2/7/1992,10/14/1992,5/10/2010,,,TRUE
ICG Iselin Railroad Yard,TND 987767795.000,405179,Tennessee,Jackson,Madison,Deleted NPL Site,-88.797689,35.6025,5/10/1993,12/16/1994,3/29/2000,11/8/2001,1/7/2002,TRUE
Tennessee Products,TND 71516959.000,403765,Tennessee,Chattanooga,Hamilton,Deleted NPL Site,-85.314444,34.998889,1/18/1994,9/29/1995,9/26/2008,5/8/2019,8/16/2019,TRUE
Chemet Co.,TND 987768546.000,405468,Tennessee,Moscow,Fayette,Deleted NPL Site,-89.372499,35.08361,1/18/1994,5/31/1994,5/15/1996,8/21/1996,10/9/1996,TRUE
Ross Metals Inc.,TND 96070396.000,403822,Tennessee,Rossville,Fayette,NPL Site,-89.548611,35.049167,12/23/1996,4/1/1997,9/16/2004,,,TRUE
Smalley-Piper,TNN000407378,407378,Tennessee,Collierville,Shelby,NPL Site,-89.685833,35.044444,9/23/2004,4/27/2005,,,,TRUE
Smokey Mountain Smelters,TND 98071061.000,406753,Tennessee,Knoxville,Knox,NPL Site,-83.925833,35.919444,3/4/2010,9/29/2010,4/2/2024,,,TRUE
Alamo Contaminated Ground Water,TNN000410203,410203,Tennessee,Alamo,Crockett,NPL Site,-89.118022,35.784153,3/10/2011,9/16/2011,,,,TRUE
Clinch River Corporation,TND 987768587.000,405465,Tennessee,Harriman,Roane,NPL Site,-84.539381,35.93195,9/18/2012,5/24/2013,,,,TRUE
"Walker Machine Products, Inc.",TNN000410124,410124,Tennessee,Collierville,Shelby,NPL Site,-89.653469,35.041589,12/12/2013,5/12/2014,,,,TRUE
Former Custom Cleaners,TNN000402275,402275,Tennessee,Memphis,Shelby,NPL Site,-89.945,35.115114,9/9/2016,8/3/2017,,,,TRUE
Southside Chattanooga Lead,TNN000410686,410686,Tennessee,Chattanooga,Hamilton,NPL Site,-85.300559,35.032552,1/18/2018,9/13/2018,,,,TRUE
National Fireworks,TNSFN0407047,407047,Tennessee,Cordova,Shelby,NPL Site,-89.751544,35.160111,9/9/2021,3/16/2022,,,,TRUE
"Bio-Ecology Systems, Inc.",TXD980340889,602464,Texas,Grand Prairie,Dallas,Deleted NPL Site,-96.936669,32.743331,12/30/1982,9/8/1983,4/12/1993,5/6/1996,8/5/1996,TRUE
Crystal Chemical Co.,TXD990707010,603555,Texas,Houston,Harris,NPL Site,-95.5644,29.7206,12/30/1982,9/8/1983,10/2/2003,,,TRUE
"French, Ltd.",TXD980514814,602498,Texas,Crosby,Harris,NPL Site,-95.0739,29.8796,12/30/1982,9/8/1983,9/26/1994,,,TRUE
Harris (Farley Street),TXD980745582,602804,Texas,Houston,Harris,Deleted NPL Site,-95.1627,29.6244,12/30/1982,9/8/1983,4/18/1988,9/3/1987,4/18/1988,TRUE
Highlands Acid Pit,TXD980514996,602505,Texas,Highlands,Harris,NPL Site,-95.0786,29.8141,12/30/1982,9/8/1983,6/29/1992,,,TRUE
"Motco, Inc.",TXD980629851,602673,Texas,La Marque,Galveston,NPL Site,-94.933331,29.334719,12/30/1982,9/8/1983,9/30/1997,,,TRUE
Sikes Disposal Pits,TXD980513956,602488,Texas,Crosby,Harris,NPL Site,-95.086669,29.881669,12/30/1982,9/8/1983,1/30/1995,,,TRUE
Triangle Chemical Co.,TXD055143705,602026,Texas,Bridge City,Orange,Deleted NPL Site,-93.8093,30.058,12/30/1982,9/8/1983,9/27/1990,10/31/1996,4/8/1997,TRUE
United Creosoting Co.,TXD980745574,602803,Texas,Conroe,Montgomery,NPL Site,-95.456669,30.331669,9/8/1983,9/21/1984,9/30/1999,,,TRUE
Geneva Industries/Fuhrmann Energy,TXD980748453,602809,Texas,Houston,Harris,NPL Site,-95.25,29.66,9/8/1983,9/21/1984,9/14/1993,,,TRUE
Pesses Chemical Co.,TXD980699656,602800,Texas,Fort Worth,Tarrant,Deleted NPL Site,-97.3256,32.7174,10/15/1984,6/10/1986,9/28/1992,4/17/1995,9/28/1995,TRUE
Odessa Chromium #1,TXD980867279,602943,Texas,Odessa,Ector,NPL Site,-102.4033,31.881669,10/15/1984,6/10/1986,3/16/1994,,,TRUE
Odessa Chromium #2 (Andrews Highway),TXD980697114,602703,Texas,Odessa,Ector,Deleted NPL Site,-102.3905,31.8934,10/15/1984,6/10/1986,9/9/1994,5/20/2004,7/19/2004,TRUE
Bailey Waste Disposal,TXD980864649,602911,Texas,Bridge City,Orange,Deleted NPL Site,-93.879169,29.99055,10/15/1984,6/10/1986,9/14/1998,8/14/2007,10/15/2007,TRUE
"Brio Refining, Inc.",TXD980625453,602601,Texas,Friendswood,Harris,Deleted NPL Site,-95.203331,29.57,10/15/1984,3/31/1989,4/28/2004,6/23/2006,12/28/2006,TRUE
Crystal City Airport,TXD980864763,602920,Texas,Crystal City,Zavala,Deleted NPL Site,-99.8176,28.6969,10/15/1984,6/10/1986,12/26/1991,1/4/1995,3/23/1995,TRUE
"Koppers Co., Inc. (Texarkana Plant)",TXD980623904,602570,Texas,Texarkana,Bowie,NPL Site,-94.065,33.416669,10/15/1984,6/10/1986,8/20/2002,,,TRUE
Sol Lynn/Industrial Transformers,TXD980873327,602954,Texas,Houston,Harris,NPL Site,-95.398611,29.678889,10/15/1984,3/31/1989,9/29/1993,,,TRUE
"Stewco, Inc.",TXD055337281,602033,Texas,Waskom,Harrison,Deleted NPL Site,-94.069169,32.465831,10/15/1984,6/10/1986,9/14/1992,7/26/1995,10/4/1995,TRUE
"Petro-Chemical Systems, Inc. (Turtle Bayou)",TXD980873350,602957,Texas,Liberty County,Liberty,NPL Site,-94.688061,29.92,10/15/1984,6/10/1986,9/30/2010,,,TRUE
North Cavalcade Street,TXD980873343,602956,Texas,Houston,Harris,NPL Site,-95.349169,29.806669,10/15/1984,6/10/1986,8/31/2011,,,TRUE
South Cavalcade Street,TXD980810386,602895,Texas,Houston,Harris,NPL Site,-95.347781,29.798331,10/15/1984,6/10/1986,9/15/2000,,,TRUE
Lone Star Army Ammunition Plant,TX7213821831,603609,Texas,Texarkana,Bowie,NPL Site,-94.2483,33.4344,10/15/1984,7/22/1987,9/24/2002,,,TRUE
Longhorn Army Ammunition Plant,TX6213820529,603606,Texas,Karnack,Harrison,NPL Site,-94.123339,32.665,7/14/1989,8/30/1990,,,,TRUE
Texarkana Wood Preserving Co.,TXD008056152,601695,Texas,Texarkana,Bowie,NPL Site,-94.053339,33.408331,4/10/1985,6/10/1986,9/21/2012,,,TRUE
Sheridan Disposal Services,TXD062132147,602108,Texas,Hempstead,Waller,NPL Site,-96.1357,30.2074,6/10/1986,3/31/1989,5/1/2006,,,TRUE
"Dixie Oil Processors, Inc.",TXD089793046,600006,Texas,Friendswood,Harris,Deleted NPL Site,-95.2047,29.5686,6/24/1988,10/4/1989,6/9/1993,6/22/2006,8/21/2006,TRUE
Pantex Plant (USDOE),TX4890110527,604060,Texas,Pantex Village,Carson,NPL Site,-101.563611,35.321944,7/29/1991,5/31/1994,7/29/2009,,,TRUE
RSR Corp.,TXD079348397,602297,Texas,Dallas,Dallas,NPL Site,-96.8725,32.776944,5/10/1993,9/29/1995,9/28/2004,,,TRUE
ALCOA (Point Comfort)/Lavaca Bay,TXD008123168,601752,Texas,Point Comfort,Calhoun,NPL Site,-96.562222,28.650833,6/23/1993,2/23/1994,7/23/2007,,,TRUE
Tex-Tin Corp.,TXD062113329,602105,Texas,Texas City,Galveston,NPL Site,-94.941667,29.356667,6/17/1996,9/18/1998,9/20/2004,,,TRUE
Sprague Road Ground Water Plume,TX0001407444,605023,Texas,Odessa,Ector,NPL Site,-102.428333,31.918611,4/1/1997,9/25/1997,9/29/2003,,,TRUE
Jasper Creosoting Company Inc.,TXD008096240,601735,Texas,Jasper,Jasper,NPL Site,-93.9825,30.933889,3/6/1998,7/28/1998,9/12/2008,,,TRUE
Rockwool Industries Inc.,TXD066379645,605009,Texas,Bell County,Bell,NPL Site,-97.438056,31.051667,3/6/1998,9/29/1998,9/29/2005,,,TRUE
State Marine of Port Arthur,TXD099801102,602444,Texas,Jefferson County,Jefferson,Deleted NPL Site,-93.859167,29.960833,3/6/1998,7/28/1998,6/22/2007,12/6/2011,2/6/2012,TRUE
City of Perryton Well No. 2,TX0001399435,605015,Texas,Perryton,Ochiltree,NPL Site,-100.804722,36.400556,9/29/1998,1/19/1999,9/30/2003,,,TRUE
"Many Diversified Interests, Inc.",TXD008083404,605008,Texas,Houston,Harris,NPL Site,-95.331667,29.767778,9/29/1998,1/19/1999,8/31/2009,,,TRUE
Hart Creosoting Company,TXD050299577,601975,Texas,Jasper,Jasper,NPL Site,-93.995278,30.893611,4/23/1999,7/22/1999,9/12/2008,,,TRUE
Star Lake Canal,TX0001414341,605043,Texas,Port Neches,Jefferson,NPL Site,-93.917,29.975,7/22/1999,7/27/2000,,,,TRUE
Garland Creosoting,TXD007330053,601644,Texas,Longview,Gregg,NPL Site,-94.710903,32.442272,7/22/1999,10/22/1999,8/12/2010,,,TRUE
State Road 114 Ground Water Plume,TXSFN0605177,605177,Texas,Levelland,Hockley,NPL Site,-102.405561,33.599883,7/22/1999,10/22/1999,9/1/2009,,,TRUE
Palmer Barge Line,TXD068104561,605212,Texas,Port Arthur,Jefferson,Deleted NPL Site,-93.855083,29.961453,5/11/2000,7/27/2000,9/28/2007,12/7/2011,2/6/2012,TRUE
"Malone Service Company, Inc.",TXD980864789,602922,Texas,Texas City,Galveston,NPL Site,-94.902778,29.333056,8/24/2000,6/14/2001,6/29/2018,,,TRUE
R & H Oil Company,TXD057577579,605132,Texas,San Antonio,Bexar,Proposed NPL Site,-98.537608,29.372203,6/14/2001,,,,,TRUE
Patrick Bayou,TX0000605329,605329,Texas,Deer Park,Harris,NPL Site,-95.114583,29.731944,6/14/2001,9/5/2002,,,,TRUE
Brine Service Company,TX0000605264,605264,Texas,Corpus Christi,Nueces,NPL Site,-97.508606,27.815372,9/13/2001,9/5/2002,,,,TRUE
Gulfco Marine Maintenance,TXD055144539,602027,Texas,Freeport,Brazoria,NPL Site,-95.289656,28.966847,9/5/2002,4/30/2003,9/29/2011,,,TRUE
Falcon Refinery,TXD086278058,602349,Texas,Ingleside,San Patricio,NPL Site,-97.179306,27.860725,9/5/2002,9/16/2011,,,,TRUE
Jones Road Ground Water Plume,TXN000605460,605460,Texas,Houston,Harris,NPL Site,-95.584319,29.90465,4/30/2003,9/29/2003,,,,TRUE
Conroe Creosoting Company,TXD008091951,601732,Texas,Conroe,Montgomery,NPL Site,-95.435428,30.318744,4/30/2003,9/29/2003,9/30/2003,,,TRUE
Air Force Plant #4 (General Dynamics),TX7572024605,603610,Texas,Fort Worth,Tarrant,NPL Site,-97.45,32.777781,7/22/1987,8/30/1990,9/15/2006,,,TRUE
Sandy Beach Road Ground Water Plume,TXN000605649,605649,Texas,Azle,Tarrant,NPL Site,-97.525,32.928472,4/27/2005,9/14/2005,,,,TRUE
East 67th Street Ground Water Plume,TXN000606614,606614,Texas,Odessa,Ector,NPL Site,-102.385833,31.908611,9/27/2006,3/7/2007,,,,TRUE
Bandera Road Ground Water Plume,TXN000606565,606565,Texas,Leon Valley,Bexar,NPL Site,-98.6205,29.494433,9/27/2006,3/7/2007,,,,TRUE
Donna Reservoir and Canal System,TX0000605363,605363,Texas,Donna,Hidalgo,NPL Site,-98.086469,26.112286,9/19/2007,3/19/2008,,,,TRUE
Midessa Ground Water Plume,TXN000606668,606668,Texas,Odessa,Midland,NPL Site,-102.233669,31.90635,9/19/2007,3/19/2008,,,,TRUE
San Jacinto River Waste Pits,TXN000606611,606611,Texas,Channelview,Harris,NPL Site,-95.0625,29.7944,9/19/2007,3/19/2008,,,,TRUE
North East 2nd Street (formerly Attebury Grain Storage Facility),TXN000606760,606760,Texas,Happy,Swisher,NPL Site,-101.853333,34.745,3/19/2008,4/9/2009,,,,TRUE
Old ESCO Manufacturing,TXD980513808,602482,Texas,Greenville,Hunt,Deleted NPL Site,-96.0755,33.1383,3/19/2008,9/3/2008,9/29/2011,7/27/2018,9/10/2018,TRUE
Van der Horst USA Corporation,TXD007357932,606869,Texas,Terrell,Kaufman,NPL Site,-96.273889,32.734167,9/23/2009,3/4/2010,,,,TRUE
West County Road 112 Ground Water,TXN000606992,606992,Texas,Midland,Midland,NPL Site,-102.094921,31.964129,10/21/2010,3/10/2011,,,,TRUE
US Oil Recovery,TXN000607093,607093,Texas,Pasadena,Harris,NPL Site,-95.221528,29.718389,9/16/2011,9/18/2012,,,,TRUE
Circle Court Ground Water Plume,TXN000606965,606965,Texas,Willow Park,Parker,NPL Site,-97.679763,32.744778,3/15/2012,9/18/2012,,,,TRUE
Main Street Ground Water Plume,TXN000607441,607441,Texas,Burnet,Burnet,NPL Site,-98.22544,30.737148,3/26/2015,9/30/2015,,,,TRUE
"Eldorado Chemical Co., Inc.",TXD057567216,607012,Texas,Live Oak,Bexar,NPL Site,-98.350042,29.568833,4/7/2016,9/9/2016,,,,TRUE
Highway 18 Ground Water,TXN000606716,606716,Texas,Kermit,Winkler,NPL Site,-103.090681,31.852,9/9/2016,8/3/2017,,,,TRUE
"Lane Plating Works, Inc.",TXN000605240,605240,Texas,Dallas,Dallas,NPL Site,-96.769485,32.687886,1/18/2018,5/17/2018,,,,TRUE
Cal West Metals (USSBA),NMD097960272,604050,New Mexico,Lemitar,Socorro,Deleted NPL Site,-106.9201,34.163331,6/24/1988,3/13/1989,9/28/1995,11/5/1996,12/20/1996,TRUE
Cleveland Mill,NMD981155930,600952,New Mexico,Silver City,Grant,Deleted NPL Site,-108.2558,32.8626,6/24/1988,3/31/1989,9/23/1999,5/22/2001,7/23/2001,TRUE
Pagano Salvage,NMD980749980,600907,New Mexico,Los Lunas,Valencia,Deleted NPL Site,-106.7205,34.7896,6/24/1988,10/4/1989,9/12/1991,6/29/1992,10/14/1992,TRUE
AT&SF (Albuquerque),NMD980622864,600879,New Mexico,Albuquerque,Bernalillo,NPL Site,-106.655278,35.033333,10/14/1992,12/16/1994,2/10/2011,,,TRUE
North Railroad Avenue Plume,NMD986670156,604299,New Mexico,Espanola,Rio Arriba,NPL Site,-106.081384,35.9914,7/28/1998,1/19/1999,6/30/2008,,,TRUE
Fruit Avenue Plume,NMD986668911,604068,New Mexico,Albuquerque,Bernalillo,NPL Site,-106.640611,35.086444,7/22/1999,10/22/1999,12/5/2006,,,TRUE
Griggs & Walnut Ground Water Plume,NM0002271286,605116,New Mexico,Las Cruces,Dona Ana,NPL Site,-106.76,32.315556,1/11/2001,6/14/2001,7/20/2012,,,TRUE
McGaffey and Main Groundwater Plume,NM0000605386,605386,New Mexico,Roswell,Chaves,NPL Site,-104.518722,33.379792,9/13/2001,9/5/2002,,,,TRUE
Grants Chlorinated Solvents Plume,NM0007271768,605144,New Mexico,Grants,Cibola,NPL Site,-107.843889,35.155778,3/8/2004,7/22/2004,9/11/2012,,,TRUE
Eagle Picher Carefree Battery,NMD001829506,600805,New Mexico,Socorro,Socorro,NPL Site,-106.901239,34.099517,3/7/2007,9/19/2007,,,,TRUE
Chevron Questa Mine,NMD002899094,600806,New Mexico,Questa,Taos,NPL Site,-105.497706,36.700294,3/10/2011,9/16/2011,,,,TRUE
Jackpile-Paguate Uranium Mine,NMN000607033,607033,New Mexico,Laguna Pueblo,Cibola,NPL Site,-107.347372,35.133728,3/15/2012,12/12/2013,,,,TRUE
Lea and West Second Street,NMN000607057,607057,New Mexico,Roswell,Chaves,NPL Site,-104.529951,33.394079,9/30/2015,4/7/2016,,,,TRUE
Carlisle Village Cleaners,NMN000622185,622185,New Mexico,Albuquerque,Bernalillo,Proposed NPL Site,-106.603908,35.063833,9/5/2024,,,,,TRUE
Carson River Mercury Site,NVD980813646,903020,Nevada,"Churchill County, Lyon County","Churchill, Lyon",NPL Site,-119.5892,39.23195,10/26/1989,8/30/1990,,,,TRUE
Anaconda Copper Mine,NVD083917252,902959,Nevada,Yerington,Lyon,Proposed NPL Site,-119.187067,38.990272,9/9/2016,,,,,TRUE
American Thermostat Co.,NYD002066330,201350,New York,South Cairo,Greene,NPL Site,-73.941111,42.266939,12/30/1982,9/8/1983,9/25/1998,,,TRUE
Batavia Landfill,NYD980507693,201766,New York,Batavia,Genesee,Deleted NPL Site,-78.2561,43.0197,12/30/1982,9/8/1983,7/10/2003,9/30/2005,11/29/2005,TRUE
Brewster Well Field,NYD980652275,202153,New York,Brewster,Putnam,NPL Site,-73.6,41.401669,12/30/1982,9/8/1983,4/11/1997,,,TRUE
Clothier Disposal,NYD000511576,201192,New York,Town of Granby,Oswego,Deleted NPL Site,-76.412781,43.247219,10/15/1984,6/10/1986,2/2/1993,9/15/1995,2/8/1996,TRUE
"Facet Enterprises, Inc.",NYD073675514,201604,New York,Elmira,Chemung,NPL Site,-76.829169,42.1325,12/30/1982,9/8/1983,6/30/2000,,,TRUE
Fulton Terminals,NYD980593099,202125,New York,Fulton,Oswego,Deleted NPL Site,-76.4274,43.3569,12/30/1982,9/8/1983,9/27/1999,5/21/2018,7/20/2018,TRUE
GE Moreau,NYD980528335,201858,New York,South Glens Falls,Saratoga,NPL Site,-73.629169,43.28305,12/30/1982,9/8/1983,3/31/1997,,,TRUE
Hooker (Hyde Park),NYD000831644,201306,New York,Niagara Falls,Niagara,Deleted NPL Site,-79.036669,43.131111,12/30/1982,9/8/1983,7/18/2003,8/20/2012,10/23/2013,TRUE
Hooker (S Area),NYD980651087,202150,New York,Niagara Falls,Niagara,NPL Site,-79.0054,43.0757,12/30/1982,9/8/1983,9/18/2002,,,TRUE
Hooker (102nd Street),NYD980506810,201706,New York,Niagara Falls,Niagara,Deleted NPL Site,-78.942219,43.070281,12/30/1982,9/8/1983,9/2/1999,3/17/2004,8/5/2004,TRUE
